field.h.x,field.h.y,field.h.z,field.n.x,field.n.y,field.n.z,field.t.x,field.t.y,field.t.z,field.rs.x,field.rs.y,field.rs.z,field.re.x,field.re.y,field.re.z,field.rh.x,field.rh.y,field.rh.z,field.ls.x,field.ls.y,field.ls.z,field.le.x,field.le.y,field.le.z,field.lh.x,field.lh.y,field.lh.z
1.766053424,0.0735525381,0.3609886606,1.7253076116,0.0732192662,0.1381457317,1.6801915144,0.0742965922,-0.0956508784,1.7380145094,0.2407824156,0.1364656313,1.6164020214,0.3771045092,-0.1426843126,1.475470002,0.1006384153,-0.1234724531,1.7126007137,-0.0943438756,0.1398258321,1.6609523646,-0.1902457606,-0.1978833898,1.5010906225,-0.2239464057,-0.4771923119
1.7658708005,0.0729642196,0.3586685319,1.7243679089,0.0729818589,0.1364474929,1.6792891645,0.0742802315,-0.0973517342,1.7391182636,0.2403729653,0.1345329185,1.6533653311,0.3827344667,-0.1226702272,1.4751262463,0.1438198716,-0.1483048874,1.7096175543,-0.0944092476,0.1383620674,1.6647182581,-0.189402485,-0.1903836783,1.5124217021,-0.2274913318,-0.4739539197
1.7578008624,0.0707398399,0.3586742683,1.7210540674,0.0717671403,0.1355810653,1.6791136232,0.0739804796,-0.0987941469,1.7367306945,0.2390816205,0.1343557117,1.6661330495,0.3773559125,-0.1230886701,1.4659743341,0.1676968216,-0.2063489517,1.7053774404,-0.0955473247,0.1368064189,1.6625386646,-0.1915345273,-0.2001638522,1.5069501126,-0.2262236364,-0.4813757441
1.7498129371,0.071439037,0.3565996517,1.717896834,0.0715971305,0.1335267861,1.6797273828,0.0739952294,-0.101487066,1.7331595221,0.2389527621,0.1327554746,1.6649236259,0.3900612304,-0.1302487304,1.4704969613,0.1805681761,-0.2479172667,1.7026341459,-0.0957585011,0.1342980977,1.6640366227,-0.1889250553,-0.1885071499,1.519517159,-0.2276992677,-0.4747447478
1.7502263785,0.0743205159,0.3565586956,1.71765464,0.0731671675,0.1333494341,1.6792060206,0.0738148839,-0.1016359746,1.7322613178,0.2405720673,0.1314207611,1.6560159805,0.3846796669,-0.1499637245,1.4750327015,0.1527081311,-0.2497115033,1.7030479622,-0.0942377324,0.1352781072,1.661187005,-0.1903809526,-0.1922272628,1.5087796062,-0.2264448669,-0.4745564149
1.7569215689,0.0758039923,0.3580089273,1.7196698991,0.0750061565,0.1352730717,1.6770977462,0.0759346958,-0.0989911152,1.7338084372,0.24245191,0.1333672581,1.6405660331,0.3715800618,-0.1620258931,1.4777530337,0.114372402,-0.2228668478,1.705531361,-0.0924396047,0.1371788854,1.6613705014,-0.1870548716,-0.1821567678,1.5134468704,-0.2260756176,-0.4665973561
1.7573723733,0.076947808,0.3588135827,1.719812112,0.0753779145,0.1359009704,1.6770674751,0.0759405932,-0.098341907,1.7334976463,0.2428585251,0.1338057968,1.6133285418,0.3486138057,-0.1693389644,1.4772529251,0.0707398928,-0.1631549014,1.7061265777,-0.0921026961,0.1379961287,1.6565762767,-0.189588016,-0.1943030362,1.4961572904,-0.2238952611,-0.4723804957
1.7592905713,0.077729561,0.3555629958,1.7192780449,0.075230299,0.1331698169,1.6757807269,0.0747255769,-0.1009141908,1.7317564234,0.2427956525,0.1304896411,1.6135033418,0.3413300234,-0.1446681582,1.4866806187,0.0685951215,-0.1099309522,1.7067996663,-0.0923350544,0.1358499928,1.6572081158,-0.1896160593,-0.1934523153,1.4982455512,-0.2240721791,-0.4714853618
1.7508744326,0.0773538892,0.3549140399,1.7162683943,0.075948069,0.1319790474,1.6754146288,0.0755619326,-0.1025945178,1.7300611043,0.2434105602,0.129301064,1.6430663215,0.362271172,-0.1260750966,1.4638959363,0.1235529541,-0.0921312622,1.7024756843,-0.0915144297,0.1346570308,1.6599926688,-0.1887205871,-0.190625528,1.5047537412,-0.2256488154,-0.4699731786
1.7494369457,0.0754213888,0.3565258005,1.7154424781,0.0743476098,0.1335175331,1.6757571649,0.0750426544,-0.1012621445,1.7312196877,0.2416417656,0.1313457832,1.6971360802,0.3747784507,-0.1313849876,1.4333878939,0.237215989,-0.1407434243,1.6996652686,-0.0929465461,0.1356892676,1.6617072811,-0.187511688,-0.1859629977,1.5176280067,-0.2254721934,-0.4703694051
1.7499384121,0.0749979211,0.3565462455,1.7145517395,0.0728914831,0.134350712,1.6738106431,0.0729651937,-0.1002493428,1.7324021888,0.2399622045,0.1313031153,1.7190642308,0.389108762,-0.1366930515,1.4302709356,0.3514037827,-0.2300184525,1.6967012901,-0.0941792459,0.1373983087,1.6575019618,-0.1889209289,-0.1865787202,1.5210486533,-0.2259608741,-0.4729689355
1.7435896652,0.0731561391,0.356871342,1.7110323338,0.0719728453,0.1343830583,1.6722789058,0.0723879023,-0.1005524531,1.7304637169,0.2388687221,0.131472495,1.7305130537,0.3780091947,-0.1558373502,1.4589026238,0.4338220398,-0.3207501098,1.6916009507,-0.0949230238,0.1372936216,1.6511238943,-0.1902070393,-0.1921462322,1.5108141233,-0.2198839463,-0.4758359633
1.7413731279,0.0711394836,0.359060315,1.7092331491,0.0707817529,0.1358216025,1.6715075485,0.0722895031,-0.0992778912,1.7293961026,0.2376056414,0.1336558638,1.72155214,0.3718133915,-0.1888103245,1.5179808138,0.4726985385,-0.4303641574,1.6890701956,-0.0960421432,0.1379873565,1.6468204332,-0.187755395,-0.1881292486,1.5049074911,-0.2111213948,-0.4714347576
1.7414149777,0.0754444764,0.3578120849,1.7083772999,0.0737314415,0.1348908042,1.6707137149,0.07418439,-0.1002230406,1.7286147136,0.2405339069,0.1319701214,1.7123142541,0.3559419281,-0.1967364838,1.5828088462,0.4716474155,-0.4898575291,1.6881398862,-0.0930710162,0.1378114871,1.6391684417,-0.1824949403,-0.1866860747,1.4988243288,-0.2002519561,-0.4693922853
1.7448068057,0.0773083042,0.3548643185,1.7079600496,0.0755409951,0.1329010902,1.6676349691,0.0754866401,-0.101764228,1.7265729497,0.2425258275,0.1296638087,1.7080672475,0.3380089291,-0.1973225735,1.6148311104,0.4370518606,-0.5115283926,1.6893471495,-0.091443845,0.1361383717,1.635456381,-0.1794588669,-0.1903323471,1.4941900097,-0.1921626176,-0.4726682082
1.748112474,0.0787911273,0.3575153073,1.7088387176,0.0771000574,0.1360676977,1.66775717,0.0764371868,-0.0984723583,1.7264103564,0.2441932616,0.1325174928,1.7067162317,0.3234813363,-0.1959471566,1.6075423206,0.3913093106,-0.516282272,1.6912670788,-0.0899931468,0.1396179026,1.6363047725,-0.1760627914,-0.1861641831,1.5002931362,-0.1843027624,-0.4710371576
1.7499353487,0.081408909,0.3597783622,1.7105922662,0.0781574293,0.1394631228,1.6693401916,0.076141462,-0.0950376107,1.7274514994,0.2453022285,0.1350602746,1.7034568652,0.3147416087,-0.1957232371,1.5872844049,0.3541085221,-0.5151095902,1.6937330331,-0.0889873775,0.143865971,1.639392777,-0.1713640648,-0.1836907752,1.5028805074,-0.1754575991,-0.4706743741
1.7501626258,0.0825635424,0.3560705366,1.7099489337,0.0806802693,0.1359985255,1.66899275,0.0806360134,-0.0985619167,1.7291638843,0.2475910073,0.132611782,1.6971150362,0.3142682578,-0.2049364402,1.5618652785,0.3333455503,-0.5187103269,1.6907339831,-0.0862304763,0.1393852691,1.6397318619,-0.1697290233,-0.1892653309,1.4993428925,-0.1754832774,-0.4754148397
1.7504548541,0.0833004056,0.3546251315,1.7100692881,0.0815247217,0.1349712881,1.6691601027,0.0811456728,-0.0996000643,1.7296182222,0.2483944453,0.1312921697,1.6924009057,0.3154959016,-0.2089343782,1.5441255564,0.328191646,-0.5173167681,1.6905203541,-0.0853450095,0.1386504066,1.6395717262,-0.1692632951,-0.1832063704,1.5042253935,-0.1867761977,-0.4717973649
1.7490683883,0.0822968757,0.3560283654,1.7100331546,0.0809492821,0.1342006584,1.6689636874,0.0815318415,-0.1003422358,1.7291831654,0.2478808939,0.1312618979,1.6909165241,0.3173098,-0.2089199989,1.5308490976,0.3256743548,-0.5115451434,1.6908831438,-0.0859823373,0.1371394189,1.6366463406,-0.1743407595,-0.1802434995,1.4935568739,-0.1960353311,-0.4648635489
1.7495398257,0.0824320246,0.3566619696,1.7106741502,0.0808226518,0.1352601348,1.6694566136,0.0809259321,-0.0992581235,1.7283972802,0.2479095165,0.1322186421,1.6879682883,0.3181340689,-0.2063652548,1.5243444769,0.3251738426,-0.5071656945,1.6929510202,-0.0862642053,0.1383016123,1.6338204758,-0.1862361251,-0.1750098771,1.4633724972,-0.1949472462,-0.4442968487
1.7563843203,0.0808167314,0.358378131,1.7133052757,0.0775106573,0.1379298486,1.6693104049,0.0755102058,-0.0960664039,1.7282032051,0.2448369602,0.1336981808,1.6852700547,0.3189834853,-0.2031831313,1.520541397,0.3232478338,-0.5034449468,1.6984073463,-0.0898156456,0.1421615165,1.6251663852,-0.2118733029,-0.1777217594,1.4002950568,-0.1775606828,-0.4066911787
1.751438023,0.0810682544,0.3563784848,1.710777801,0.0770839742,0.1351037623,1.6684158677,0.0740186712,-0.0991830541,1.7240075157,0.2445499117,0.1305204618,1.6837086914,0.3122278033,-0.1995508929,1.5206319791,0.3246059884,-0.500478547,1.6975480863,-0.0903819558,0.1396870629,1.6123723192,-0.231599302,-0.1638403647,1.3508433837,-0.1280332919,-0.3274619932
1.7496888657,0.0837455322,0.3558444031,1.7103764268,0.0782379491,0.1343362773,1.6680105956,0.0729433675,-0.0999139791,1.724485408,0.2455747701,0.128002241,1.6830619596,0.312028338,-0.2006643548,1.5182464842,0.3235305707,-0.5006896894,1.6962674456,-0.0890988642,0.1406703135,1.5961509514,-0.234762356,-0.1485696447,1.3471407015,-0.0689821275,-0.2475592391
1.7493271711,0.0828192079,0.3548397658,1.7097998978,0.0758263717,0.1344061646,1.6665248908,0.0696586483,-0.0996582364,1.7242350484,0.2431076518,0.1273292302,1.6845987015,0.3113312001,-0.2016942677,1.5218109408,0.3203657279,-0.5029125418,1.6953647473,-0.0914549161,0.1414830914,1.5717553511,-0.2283206732,-0.1340627497,1.368397865,-0.0123888335,-0.2014932008
1.7492861586,0.083544809,0.3564137405,1.7090806663,0.0752720859,0.1357051327,1.6655379626,0.0682392493,-0.0982818594,1.7247515321,0.2424010345,0.1277654923,1.6865357142,0.3108507385,-0.2019201354,1.5241498167,0.3174748978,-0.5034199662,1.6934098006,-0.0918568779,0.1436447807,1.5529732402,-0.2197532373,-0.1272426429,1.3993182503,0.0354372536,-0.1936520516
1.7488661177,0.0863893585,0.3600988922,1.7097173917,0.0763284847,0.1385695866,1.6670828967,0.0676457415,-0.0955297365,1.7267008753,0.2432609812,0.1292848867,1.6870714775,0.3096991291,-0.2039493122,1.5301914223,0.318162298,-0.5082934015,1.6927339082,-0.0906040117,0.1478543017,1.5442014958,-0.2124496196,-0.1242693898,1.4310156513,0.0637564466,-0.1949534986
1.7495149195,0.0861549554,0.3593469672,1.7092458311,0.0764414362,0.137854714,1.6640286932,0.0685667355,-0.0957889798,1.7265398627,0.2433602848,0.1288818417,1.6877324932,0.3102693219,-0.2020376325,1.5334493586,0.3182632621,-0.5077243216,1.6919517994,-0.0904774048,0.1468275864,1.560816683,-0.2570506633,-0.1152441365,1.4560775099,0.0300365374,-0.1706452258
1.7456815359,0.0886771734,0.3592438624,1.7080442819,0.0790798595,0.1374802678,1.6653736497,0.0715640701,-0.0966512741,1.7253356296,0.2460224813,0.1289697977,1.6867424929,0.3115570686,-0.2034830024,1.5325605566,0.3189343403,-0.5092365254,1.6907529342,-0.0878627547,0.1459907378,1.5498981463,-0.2227041763,-0.1025982529,1.4712661173,0.0732147243,-0.1250930584
1.7453271512,0.0891682228,0.3557780739,1.7078183142,0.0804543322,0.1346089459,1.6654427209,0.0742173449,-0.0996103045,1.7264697723,0.2472846315,0.1267918379,1.6870344849,0.3127668169,-0.2023292864,1.5264029744,0.3205874549,-0.5047225563,1.6891668561,-0.086375967,0.1424260463,1.5454750318,-0.2090876764,-0.0940830389,1.4701834001,0.088109984,-0.0975525957
1.7494377286,0.0930675451,0.3546882456,1.7095305854,0.0823282246,0.1340186076,1.6653161358,0.0735551588,-0.0997801802,1.7276730036,0.24911389,0.1243290497,1.6881882875,0.3133381408,-0.2034055846,1.5240988863,0.324446028,-0.5038437636,1.6913881672,-0.0844574407,0.1437081732,1.5635842489,-0.2303582093,-0.0918777832,1.4597892442,0.0547956453,-0.128368033
1.7495491718,0.0952257715,0.3549549993,1.7100208183,0.0820199226,0.1332962395,1.6653365296,0.0708245986,-0.1003153212,1.7263088607,0.2489092952,0.1221827916,1.6878669821,0.3136289721,-0.2075455828,1.522762701,0.3217491847,-0.5075252467,1.6937327758,-0.08486945,0.1444096874,1.5945499652,-0.2813197044,-0.1046865059,1.4702559597,-0.0081399242,-0.1802204884
1.7502404694,0.0947536519,0.3581130778,1.7120170467,0.0821680699,0.1368864269,1.6667622037,0.0704811208,-0.0965928381,1.7273906594,0.2491313603,0.1255490291,1.6870532779,0.3118329791,-0.2048450183,1.5301749361,0.3190709893,-0.5092066705,1.6966434341,-0.0847952281,0.1482238246,1.5984824993,-0.2740622437,-0.1200498016,1.4711942919,-0.0084366126,-0.2198148522
1.7505305039,0.0920104355,0.3541473175,1.7109290277,0.0809368495,0.1339442464,1.6645278152,0.0713457901,-0.0994011718,1.7265090661,0.2479669131,0.1239806501,1.6861359149,0.3110205368,-0.2069095749,1.5321602802,0.3175266546,-0.5127898076,1.6953489894,-0.0860932065,0.1439078351,1.5883793187,-0.2494697515,-0.137199499,1.4721314177,0.0268463498,-0.2199485227
1.7490352906,0.0894697577,0.3586759485,1.7114634649,0.0806124954,0.1372554475,1.6666138759,0.0739621002,-0.096496814,1.7283175585,0.2476240853,0.1292699729,1.6871944006,0.3113027672,-0.2028111138,1.5295389568,0.3196205475,-0.5067566559,1.6946093714,-0.0863991022,0.145240922,1.5856204982,-0.24435233,-0.1406345322,1.4800201425,0.0441249738,-0.1882686963
1.7497583117,0.0886877093,0.3575158201,1.7121695146,0.0810656535,0.1363563817,1.6675396456,0.0760979526,-0.0974810855,1.7298480751,0.2480397861,0.1294348996,1.6900822274,0.3115246406,-0.2000412117,1.5250442288,0.3201064319,-0.5000161304,1.6944909542,-0.0859084715,0.1432778639,1.594032819,-0.2594769329,-0.1314405171,1.4887556383,0.0318299619,-0.1612950193
1.748993669,0.0879812169,0.3583795619,1.7123907078,0.0798569522,0.1356325955,1.6686099601,0.0746944836,-0.098363284,1.7304481742,0.2467873011,0.1285710363,1.6906243362,0.3112792203,-0.2017593228,1.5244359492,0.3198789516,-0.5011236416,1.6943332415,-0.0870733967,0.1426941548,1.6115043741,-0.2823604136,-0.1217617482,1.4963522934,0.0038932528,-0.1626936525
1.7492443863,0.0890484252,0.3553107744,1.712423658,0.0798091008,0.1331754421,1.6681363248,0.0730320826,-0.1006830073,1.7298879807,0.2467521581,0.1250301143,1.6915106824,0.3107468139,-0.2040161925,1.530342183,0.3192996886,-0.5060943359,1.6949593353,-0.0871339566,0.1413207699,1.6236606834,-0.2961098197,-0.1193806283,1.4977110441,-0.0210358194,-0.1914302298
1.7494145584,0.0894265004,0.3573503245,1.7133435835,0.080352111,0.134716378,1.6698598388,0.0735390012,-0.0992902371,1.7302433313,0.2473602374,0.1267134473,1.6901904892,0.3099248486,-0.2056010113,1.5378415576,0.3172764618,-0.5122237885,1.6964438357,-0.0866560077,0.1427193088,1.6091424147,-0.2759881384,-0.1210827387,1.4915090878,-0.0075943749,-0.2253657081
1.7508941822,0.0873865278,0.3579103777,1.7143174713,0.0789125547,0.1362226458,1.6708155385,0.0719969667,-0.0977791322,1.7308307443,0.2459593454,0.1282158103,1.6911288616,0.3101579453,-0.200502092,1.5381731282,0.3150560651,-0.5069154096,1.6978041983,-0.0881342437,0.1442294814,1.5895675672,-0.2502892357,-0.1336331276,1.4905764591,0.0305130436,-0.2236372806
1.7499817025,0.0869735301,0.3563768117,1.7128196605,0.0785931446,0.1337155407,1.6695633283,0.0729332567,-0.1003652025,1.7309082537,0.2455046948,0.1263369953,1.6902005113,0.3077139111,-0.2044654675,1.5322513584,0.31840019,-0.5081765267,1.6947310673,-0.0883184056,0.1410940862,1.5816399253,-0.2449934274,-0.1363846854,1.4946652762,0.0492717256,-0.185266919
1.7509781588,0.0869739305,0.3553852004,1.713702592,0.07890828,0.1331875529,1.6699021887,0.0743496092,-0.1008098067,1.7336147958,0.2456278737,0.1262122066,1.6919524566,0.3095172623,-0.2047753189,1.527059842,0.3184968812,-0.5048315675,1.6937903882,-0.0878113214,0.1401629068,1.5877081445,-0.2615636871,-0.1246683686,1.5025468057,0.0367530778,-0.148295955
1.752135866,0.087831761,0.3541621431,1.7135425479,0.0801220779,0.1317072983,1.6692477628,0.0748620733,-0.1021873601,1.7333904187,0.2468286327,0.1241993748,1.6924373059,0.3100807101,-0.2080356051,1.5266056101,0.3179582748,-0.5076081161,1.6936946771,-0.086584477,0.1392152143,1.6100944976,-0.2893844667,-0.1191060729,1.5087992735,0.0041032289,-0.1405216249
1.7544044334,0.0887181142,0.3585042369,1.7165365856,0.0799194827,0.1367078977,1.6723088221,0.0733123409,-0.0971663219,1.7355032277,0.2466911435,0.1284095492,1.6942266303,0.3092168556,-0.2040678993,1.535772234,0.3185702164,-0.5075637162,1.6975699435,-0.0868521782,0.1450062309,1.623726269,-0.30033922,-0.1143778362,1.508991846,-0.0189134025,-0.1783587838
1.750802142,0.0874575724,0.3581972127,1.7158219859,0.0784231269,0.1351988061,1.6736497633,0.0717474044,-0.0990523818,1.7332114804,0.2453853642,0.127309933,1.6949777324,0.3083515629,-0.2039809422,1.5422035044,0.3168266792,-0.5104056282,1.6984324915,-0.0885391104,0.1430876792,1.619031635,-0.2922474709,-0.1209718742,1.5035365051,-0.0204243173,-0.218182601
1.7505633594,0.0849584489,0.3521417021,1.714189892,0.0773071312,0.1303238731,1.6724495491,0.0719044434,-0.1040361573,1.7320433789,0.2442600395,0.1232952278,1.6954723455,0.3100245994,-0.2066067069,1.5422554876,0.319538624,-0.5127864878,1.6963364051,-0.0896457847,0.1373525184,1.6028659936,-0.2708968528,-0.1306836373,1.4961230366,0.0031972375,-0.232237658
1.7532931217,0.08321869,0.3574718008,1.716102506,0.0769407747,0.1344017164,1.6740711444,0.0724052428,-0.0999241485,1.7349072888,0.2438052618,0.1277987497,1.69311687,0.310325311,-0.2081320126,1.5378454503,0.3199235565,-0.5132738373,1.6972974791,-0.0899237047,0.1410046908,1.5840965982,-0.2477786051,-0.1370411581,1.4950271341,0.0392306808,-0.2172535689
1.7532749282,0.0804168329,0.3533174429,1.7143344338,0.0757628736,0.1316327105,1.6715015485,0.0740471707,-0.1025847531,1.7347643451,0.2424929597,0.1266750625,1.6942118577,0.3098364234,-0.2040171485,1.5332176568,0.3233209394,-0.5060150923,1.6939045224,-0.0909672124,0.1365903661,1.5797356445,-0.2480481371,-0.1350719648,1.5034845062,0.0499179829,-0.1802248372
1.7612074341,0.0805555949,0.3563922429,1.7172283703,0.0748288785,0.1349420413,1.6708255452,0.0720418886,-0.0985808291,1.7374839614,0.2415472757,0.1289272421,1.6956592436,0.310908969,-0.2034325896,1.5284818358,0.3220668327,-0.5021514274,1.6969727791,-0.0918895186,0.1409568404,1.5949800512,-0.2720124213,-0.119824035,1.5119247514,0.0259127191,-0.1547514032
1.7521306307,0.0844159742,0.3544716524,1.713591386,0.0780918733,0.1324001693,1.6705301148,0.0743866446,-0.1017458747,1.7346975617,0.2446850371,0.1258821779,1.6960031195,0.3102732586,-0.2030229839,1.5315246808,0.3214191998,-0.5032462567,1.6924852104,-0.0885012829,0.1389181453,1.6166412839,-0.2955538152,-0.1161700465,1.5135131024,-0.0054576974,-0.1604960685
1.7532758983,0.084505166,0.3556426687,1.7140165615,0.0778751161,0.1334184782,1.6707295843,0.0736309538,-0.1006850539,1.7328483221,0.2447399924,0.1269110925,1.6947841098,0.3105974729,-0.20691629,1.534450072,0.3217806608,-0.5093713285,1.6951848008,-0.0889897602,0.1399258716,1.6244781077,-0.3007662803,-0.1127461404,1.5095279311,-0.0249044589,-0.1973481199
1.7534107862,0.0849574981,0.3561578965,1.7154240324,0.0785105583,0.1341033943,1.6724493097,0.0745695893,-0.1000609223,1.7333539386,0.2454917033,0.1280024221,1.6937577503,0.3106157796,-0.2048110616,1.5414202771,0.3224715433,-0.5113288736,1.6974941261,-0.0884705867,0.1402043666,1.6122311853,-0.2831878035,-0.1213559587,1.4990441327,-0.0142032645,-0.2290517557
1.749858912,0.0833134726,0.3560537226,1.7138383368,0.0780966807,0.1330950078,1.673088217,0.0755155832,-0.10148724,1.7319530615,0.2450948475,0.1281106273,1.6906426313,0.3114777372,-0.2057789915,1.5367868568,0.3215258781,-0.5116036064,1.6957236121,-0.0889014785,0.1380793883,1.5872357771,-0.2524978624,-0.1366566023,1.4949340903,0.0273746929,-0.2362306652
1.7541407634,0.0818962138,0.3521930806,1.713519724,0.0769144972,0.1293835985,1.6704134064,0.0738547533,-0.1047691286,1.7329098372,0.2437446618,0.1236338172,1.6897080517,0.3113190423,-0.2084663965,1.5279307689,0.3255114413,-0.5099965792,1.6941296109,-0.0899156674,0.1351333645,1.5728383773,-0.239613409,-0.1403579502,1.4976920369,0.0548244253,-0.2055210958
1.7537520973,0.0822508495,0.3541306431,1.7138120904,0.076735856,0.1313895178,1.6711114135,0.073318852,-0.1028328824,1.7338304986,0.2434803067,0.1253072757,1.6912351577,0.3119999256,-0.2060404682,1.5224179725,0.3260978163,-0.5037085951,1.6937936823,-0.0900086023,0.1374717752,1.5690605416,-0.2377974287,-0.1395361285,1.5062872502,0.0656795441,-0.1618422486
1.7532114361,0.0851538017,0.3538229058,1.7145786838,0.0795525932,0.131966816,1.6724658952,0.0766616304,-0.1023638475,1.7354152085,0.2462061884,0.1261659964,1.6932567655,0.3121675356,-0.2055106753,1.522848412,0.322028543,-0.5024517302,1.693742159,-0.087101002,0.1377676128,1.5824932678,-0.2555974434,-0.1276519615,1.5098713811,0.0467342906,-0.1408932109
1.7589278652,0.089241843,0.3574722378,1.7177868241,0.0815876315,0.1368466107,1.6728746069,0.076561229,-0.096930156,1.737967703,0.2482549038,0.1293859348,1.6967172292,0.3116337959,-0.2020899269,1.5328136272,0.3203634184,-0.5026790923,1.6976059452,-0.0850796484,0.1443072867,1.6136169605,-0.2916025934,-0.120789176,1.5131966711,-0.0007138021,-0.1625862773
1.7557280364,0.0883694863,0.3566963096,1.7168710459,0.0812566421,0.1346841843,1.6735755273,0.0760897808,-0.0993961239,1.7360441127,0.2480538012,0.1274560865,1.6964557486,0.310876135,-0.2044750425,1.5418453308,0.3226520563,-0.5098402277,1.6976979791,-0.0855405169,0.1419122973,1.6238088746,-0.2969875657,-0.1208410628,1.5056512841,-0.0257906425,-0.2145746987
1.7547121643,0.0887746949,0.3562774291,1.7166323919,0.0820204047,0.1336772729,1.6736790359,0.0769419235,-0.1004642471,1.7347926419,0.2489435976,0.1267251112,1.6966671651,0.312666541,-0.2052091741,1.5476871116,0.3234278652,-0.5134224941,1.6984721419,-0.0849027883,0.1406294423,1.6105379942,-0.2747932785,-0.1336219437,1.488125969,-0.0121232875,-0.2468204839
1.7582214599,0.0833699532,0.3558455314,1.7175782097,0.0778046489,0.1340771108,1.6731392541,0.0740111507,-0.0998182796,1.73554669,0.244780728,0.1279548982,1.6941104136,0.3104295016,-0.2044072238,1.5453936568,0.32358725,-0.5126659549,1.6996097293,-0.0891714303,0.1401993234,1.5864632725,-0.2475806899,-0.1436120591,1.4846346223,0.0290866301,-0.2425661223
1.7575331052,0.08051024,0.3529434954,1.7165697853,0.0759483295,0.1318162502,1.6720762616,0.0728860857,-0.1020811083,1.7356462995,0.2428124667,0.1260026197,1.6932616547,0.3111122683,-0.2048257998,1.5350386911,0.3239637379,-0.5082801441,1.6974932712,-0.0909158,0.1376298732,1.5639254676,-0.2245028919,-0.1437226636,1.4882860638,0.0680340618,-0.2166221965
1.7571666528,0.0819328842,0.3550894928,1.7171576775,0.0765136927,0.1327959539,1.6729594417,0.0734298207,-0.1011581684,1.7370817256,0.2432736689,0.1268336615,1.6947291816,0.3111981807,-0.2053851771,1.5254627966,0.320230762,-0.5029594608,1.6972336293,-0.0902462834,0.1387582463,1.5657735478,-0.2360142071,-0.1395365589,1.4964993525,0.0646367836,-0.1780987434
1.7612562534,0.08372599,0.3571578982,1.7205490419,0.0778060254,0.1359949466,1.6755025399,0.074801824,-0.0977942099,1.7410048282,0.2444979722,0.1299113906,1.6972302799,0.3121239101,-0.2045630885,1.5277753067,0.3182969326,-0.5021507229,1.7000932556,-0.088885929,0.1420785025,1.5852671773,-0.2580644285,-0.1345757693,1.5059636066,0.0415870442,-0.1622803425
1.7577525833,0.0844927084,0.3557321298,1.7187190756,0.0778817786,0.1332809488,1.6751595152,0.0737507211,-0.1007749673,1.7374784487,0.2447584268,0.1268442115,1.6981780352,0.3105096557,-0.2058003662,1.533568256,0.3197451045,-0.5059823482,1.6999597024,-0.0889948772,0.1397176937,1.6162674471,-0.2892331989,-0.1255127118,1.5151857598,0.000605175,-0.1740534477
1.7543442467,0.0850316592,0.3531775159,1.7170517056,0.0784613623,0.1306987863,1.6747996406,0.0740352351,-0.103585757,1.7333557567,0.2456071513,0.1246005666,1.6971272477,0.3097406699,-0.208265908,1.5446612317,0.3224822669,-0.5146386084,1.7007476544,-0.088684419,0.136797006,1.6307406032,-0.2950873632,-0.128218545,1.5074338666,-0.0236791248,-0.2152591229
1.7542927416,0.0844088029,0.3548761855,1.7176792724,0.0785415725,0.1316899492,1.675901812,0.0753101644,-0.1027002172,1.7326510517,0.2458492294,0.1267146821,1.6952422393,0.3097061781,-0.2079163222,1.5511653644,0.3236344514,-0.5183111177,1.7027074931,-0.0887660692,0.1366652239,1.6163260528,-0.2702335038,-0.1364848494,1.4945036247,-0.0076852452,-0.2505098689
1.7578955318,0.0818916729,0.3542679875,1.7184513719,0.0770940808,0.1315347644,1.6750655115,0.0745457494,-0.1025765569,1.7336433673,0.2443944601,0.1268981272,1.6945396079,0.3113191822,-0.2048477924,1.5468091799,0.3238214471,-0.5135892999,1.7032593765,-0.0902062985,0.1361714017,1.5992951905,-0.251336258,-0.1449862975,1.4909440781,0.0214757524,-0.2481220995
1.7557591783,0.0817499795,0.353875112,1.7171397269,0.0762398127,0.1308131201,1.674231777,0.0722021795,-0.1033583837,1.733115776,0.2434301179,0.1250029189,1.691788755,0.31026009,-0.2054928781,1.5337446222,0.3236288332,-0.5090210451,1.7011636778,-0.0909504926,0.1366233289,1.5839705802,-0.2422921859,-0.1428239945,1.4951130494,0.0463002611,-0.216221831
1.7579680347,0.0821163435,0.3526367311,1.7175096001,0.0753771355,0.1299975365,1.6731827074,0.0709331403,-0.1039083142,1.7350156766,0.2423884379,0.1235068029,1.6925886707,0.3114180825,-0.2073388588,1.5223612348,0.3186119762,-0.5043878551,1.7000035235,-0.0916341593,0.1364882929,1.5816001398,-0.249276295,-0.138098644,1.5034936657,0.0487889089,-0.1802095021
1.7628873571,0.0840333309,0.3575138798,1.721170261,0.0767457021,0.1358164622,1.6754710577,0.071540212,-0.0978074163,1.7383394212,0.2437684855,0.1287363515,1.6951591097,0.3114375011,-0.2061168224,1.5239504799,0.3171181466,-0.5026959664,1.7040011007,-0.0902770813,0.1428965881,1.5992285477,-0.2712184604,-0.1295559689,1.5075083286,0.0236685013,-0.1681604599
1.754439708,0.0850511908,0.3538226266,1.7166699968,0.0776552162,0.1312914848,1.6746241113,0.0724585514,-0.1030123616,1.7342738505,0.2446408918,0.1244287417,1.6959182656,0.3114021645,-0.2059773293,1.5305626513,0.3170058052,-0.5058638679,1.6990661432,-0.0893304594,0.1381542204,1.617847772,-0.289628884,-0.1251983865,1.5130426535,-0.0039703334,-0.1895028722
