field.h.x,field.h.y,field.h.z,field.n.x,field.n.y,field.n.z,field.t.x,field.t.y,field.t.z,field.rs.x,field.rs.y,field.rs.z,field.re.x,field.re.y,field.re.z,field.rh.x,field.rh.y,field.rh.z,field.ls.x,field.ls.y,field.ls.z,field.le.x,field.le.y,field.le.z,field.lh.x,field.lh.y,field.lh.z
1.7495302641,0.0871945138,0.3505126471,1.7135234958,0.0788592986,0.1279492875,1.6728633535,0.0731556656,-0.1065913499,1.7299468068,0.2459615546,0.1210383614,1.6949777023,0.3103573307,-0.2101676945,1.5410522302,0.3191871486,-0.5159732509,1.6971001848,-0.0882429651,0.1348602213,1.6242089814,-0.2928842012,-0.1275288237,1.5068893847,-0.0231566353,-0.2278994865
1.7560772786,0.0847600744,0.3528046763,1.7165084947,0.0785574831,0.1313541228,1.6729085304,0.0740945086,-0.1026826128,1.7332363734,0.2456560705,0.1250511667,1.6946912086,0.3111023553,-0.2079676202,1.5488473739,0.3236491829,-0.5175802742,1.6997806161,-0.0885411044,0.1376570864,1.6139127563,-0.2727659224,-0.1298949358,1.4952592459,-0.013740876,-0.2549230949
1.753590823,0.0840323736,0.3506124247,1.7152011122,0.0795245956,0.1297466904,1.672932195,0.0768340259,-0.1045636173,1.7335996497,0.2464827473,0.1245103252,1.6953982596,0.3122355061,-0.2014685383,1.5478509367,0.3247218416,-0.5103105867,1.6968025748,-0.0874335561,0.1349830404,1.5957833632,-0.2520397621,-0.1420139335,1.4903364176,0.0209220393,-0.2471742365
1.7583672106,0.0809875608,0.3531426806,1.7174992269,0.0774990303,0.1328893822,1.6729168304,0.0759906802,-0.1010045581,1.7367809451,0.2443735976,0.1281378007,1.6943364932,0.3121738567,-0.2011937084,1.5373936702,0.3273839431,-0.5052192092,1.6982175087,-0.089375537,0.1376409636,1.5855400523,-0.2452294513,-0.1419382428,1.4916985067,0.0409839186,-0.2193429732
1.756411761,0.082960538,0.3536675596,1.7170263262,0.0774801,0.1327885844,1.673167079,0.0745515408,-0.1012267041,1.7364399991,0.2443060762,0.1270621642,1.6950167827,0.3133847052,-0.2022551886,1.5252862881,0.3222287472,-0.49954613,1.6976124093,-0.0893458685,0.1385149893,1.5901446616,-0.2452858461,-0.1433476225,1.4847494303,0.0448570163,-0.1767048099
1.7572741922,0.0836970218,0.3556082302,1.7176027437,0.0782635494,0.1339699787,1.6739087808,0.074988395,-0.1000713342,1.736061704,0.2451959216,0.1281876386,1.6956882916,0.3131125824,-0.2025200073,1.5233159619,0.3204765732,-0.4983951218,1.6991437834,-0.0886688304,0.1397523189,1.6036986058,-0.2257110893,-0.126720414,1.4682023624,0.0466138525,-0.1277779608
1.7576269636,0.0858009279,0.3544975722,1.7178456508,0.0808732,0.1330807261,1.6747437262,0.0782051873,-0.1010797982,1.7362772691,0.247826385,0.1277855992,1.6943541766,0.3134359112,-0.2045148449,1.5286159942,0.319164642,-0.5041857907,1.6994140325,-0.0860799928,0.1383758378,1.6258210731,-0.2264782504,-0.1191091824,1.4366577802,0.0018593421,-0.080039556
1.7514266464,0.0868730029,0.3556289426,1.7156887895,0.0815679705,0.1335358122,1.6755159391,0.0791996665,-0.1011452994,1.73023418,0.248929558,0.1293568494,1.6922635832,0.3159863491,-0.2066506405,1.5362280185,0.3217688875,-0.5114682894,1.7011433991,-0.0857936094,0.1377147749,1.6618566677,-0.2184218742,-0.1246496132,1.3953410343,-0.0870903184,-0.0953008178
1.750514176,0.0883134521,0.3584888093,1.7163820263,0.0835476636,0.135370618,1.6779326869,0.0808192432,-0.0995992344,1.729323901,0.2510488937,0.1313077348,1.6867784625,0.3187197274,-0.207544648,1.5381432781,0.3235941814,-0.5160673565,1.7034401516,-0.0839535589,0.139433486,1.6671213668,-0.2229291791,-0.1485943958,1.3649606475,-0.1738277804,-0.1863167814
1.7488935608,0.0890891419,0.3566170501,1.7157819199,0.0841049657,0.1335447077,1.6781426405,0.0808756405,-0.1015515438,1.7267226955,0.2517498424,0.1294901479,1.6808432808,0.3186121616,-0.2079194126,1.5312276277,0.3239424226,-0.5159696138,1.7048411443,-0.0835399109,0.1375992676,1.6532910631,-0.2256057435,-0.1794562682,1.3778046911,-0.2406191151,-0.3393520458
1.7502297374,0.0880225804,0.3541625774,1.7154142507,0.0799416877,0.1311722573,1.6760891952,0.0730089719,-0.1035559613,1.7218071669,0.24774633,0.1251449816,1.6760802389,0.3144899823,-0.2067156903,1.5197453528,0.3217936072,-0.5113494544,1.7090213345,-0.0878629622,0.137199533,1.6413956991,-0.2030292797,-0.1841826039,1.4346350539,-0.2486809791,-0.4360797936
1.7490079489,0.0867482229,0.3565095362,1.7153991218,0.079989936,0.1333601998,1.6766949102,0.0744724674,-0.1015113011,1.7242007321,0.2477122965,0.1279696112,1.6725328896,0.3122730198,-0.2051047764,1.5060412925,0.317599221,-0.5043239219,1.7065975116,-0.0877324169,0.1387507809,1.6325854623,-0.182202072,-0.1786459199,1.4979500817,-0.2174827485,-0.4810446563
1.7548912686,0.0826584618,0.3575553825,1.7166770891,0.0782644081,0.1352174034,1.675665738,0.0759833355,-0.0993121548,1.7292468943,0.2457920422,0.1313898273,1.6722296538,0.3155386131,-0.2054264,1.4962924283,0.3125690643,-0.4992278168,1.704107284,-0.0892632107,0.1390449795,1.6386515517,-0.1669937368,-0.1832332225,1.5225684239,-0.1823344342,-0.4971022419
1.7515741273,0.080660685,0.3548417106,1.7146133635,0.0783122063,0.133920124,1.6742638695,0.0780896155,-0.1007407462,1.7286347116,0.2457543965,0.1313502178,1.6719438944,0.3156189954,-0.2033946607,1.4966861229,0.309332463,-0.4975922591,1.7005920153,-0.0891299838,0.1364900608,1.6395990328,-0.1599457902,-0.1840027267,1.5260982206,-0.1547287083,-0.4995906887
1.749001629,0.0786735234,0.3559946132,1.7133777685,0.0777738641,0.1335826041,1.6738039049,0.0786021108,-0.1012156285,1.726644359,0.2452920784,0.1319373527,1.6698801706,0.3162938535,-0.203565399,1.5026808381,0.3142239645,-0.5024398458,1.700111178,-0.0897443579,0.1352278402,1.6375278546,-0.1592976807,-0.1863865539,1.5183696894,-0.150865074,-0.4999588854
1.749733331,0.0779153703,0.3586389586,1.7140439175,0.0777853564,0.1366616422,1.6739337971,0.0792221521,-0.0980420755,1.7260238888,0.2454059067,0.1356402817,1.6701408003,0.3164725349,-0.2007678993,1.5132270852,0.3162613262,-0.5051792645,1.7020639461,-0.0898351863,0.1376829875,1.6368806486,-0.1613125604,-0.1854569403,1.5045869204,-0.1630976228,-0.4937082549
1.7490051836,0.0779200826,0.359200027,1.7122642538,0.077562274,0.1362871065,1.671922203,0.0781900631,-0.0983817288,1.7235459811,0.2452288499,0.1347960677,1.6694830828,0.3162283003,-0.2017250044,1.5128209479,0.317712344,-0.5062997769,1.7009825265,-0.0901043171,0.1377781758,1.6360220173,-0.1646459528,-0.18572833,1.4913314881,-0.1742575073,-0.4882943879
1.7489736832,0.0770501789,0.3566262051,1.7102227467,0.0776160766,0.1354676712,1.6685625808,0.078437968,-0.0989695994,1.7215191227,0.2452828128,0.1340479368,1.668211356,0.3162153562,-0.2012852415,1.5099306961,0.3170642621,-0.5050316083,1.6989263707,-0.0900506519,0.1368874057,1.6349415863,-0.167333289,-0.1847831051,1.4874361563,-0.1862490987,-0.4855930186
1.7499913743,0.0788682369,0.3559632375,1.7092123676,0.0784465783,0.1354331291,1.6673357724,0.0789219951,-0.0989668178,1.7216302021,0.2460278541,0.1335543756,1.6661279822,0.3161093305,-0.2013361676,1.5033497736,0.3166510299,-0.5026905807,1.696794533,-0.0891346899,0.1373118826,1.6331079688,-0.1677114695,-0.184985674,1.4843746422,-0.1882935588,-0.4851160481
1.749883085,0.0800611991,0.353637127,1.7075120399,0.0792866752,0.1334738915,1.6647113764,0.0788631171,-0.1007592658,1.7195250869,0.2468900442,0.1309755716,1.6654655038,0.3162120502,-0.2019961841,1.498612722,0.3157943841,-0.5011148797,1.6954989928,-0.0883167015,0.1359722267,1.6310825764,-0.167352987,-0.1851091712,1.4831779676,-0.1838349145,-0.4858985755
1.7494139848,0.0794087392,0.3573478221,1.7072204282,0.0783490902,0.13641861,1.6638427393,0.0777538152,-0.0977088094,1.7194774931,0.2459326313,0.1337214672,1.6640527841,0.3166649869,-0.2015252775,1.4977125759,0.3158754965,-0.500933541,1.6949633632,-0.0892344662,0.1391157528,1.6302631223,-0.1674951103,-0.184179908,1.4830069359,-0.180348999,-0.4854637604
1.7499320485,0.0808131677,0.3580015677,1.7071838053,0.0806543726,0.1382323766,1.6640440295,0.08053634,-0.0959361051,1.7199834738,0.2482004402,0.1357897637,1.6658235549,0.3174421846,-0.195630478,1.501970404,0.3161588984,-0.496402093,1.6943841367,-0.0868916949,0.1406749896,1.6319374516,-0.1666843284,-0.1798684822,1.4850120736,-0.1791392901,-0.4813344953
1.7499773197,0.0810079768,0.3536001088,1.7051923376,0.0806047514,0.1347578661,1.6609556369,0.0809932684,-0.0992080511,1.7176494781,0.2481812208,0.1326806567,1.6641029543,0.3185451751,-0.1998406921,1.5023146192,0.317118647,-0.5017305549,1.6927351971,-0.0869717104,0.1368350756,1.6307127041,-0.1667737647,-0.1843353814,1.4834526142,-0.1803546889,-0.4855936448
1.7463003198,0.0817583753,0.3549099673,1.7045601298,0.0831679815,0.1357665354,1.6621958589,0.0850515386,-0.0985304662,1.7188926401,0.2506001707,0.1345208773,1.6663843298,0.3213370536,-0.1961039603,1.5060824522,0.3171752099,-0.4987542809,1.6902276195,-0.0842642153,0.1370121935,1.6303584513,-0.1662971119,-0.1851399913,1.4832156656,-0.1785241844,-0.4865114906
1.7485877973,0.0828798436,0.3565579081,1.7054400096,0.0846006858,0.1363868325,1.662422418,0.0867012358,-0.0977966872,1.7204138775,0.2519798149,0.1351374184,1.667309259,0.3197379359,-0.1970449427,1.508400805,0.317266527,-0.5004500902,1.6904661417,-0.0827784433,0.1376362314,1.6304026355,-0.1644795459,-0.1847528302,1.483128874,-0.178129684,-0.4860018468
1.7451539611,0.0828289659,0.3569773543,1.7046057882,0.0836128364,0.1373383431,1.6626900042,0.085251896,-0.0970452081,1.7180827074,0.2511179747,0.1360994325,1.6666229816,0.3186074707,-0.1976621277,1.5086663049,0.3169690731,-0.5015764645,1.691128869,-0.0838923096,0.1385772537,1.6307009768,-0.1643482887,-0.1842345055,1.4837327332,-0.171761945,-0.4858070858
1.7485569206,0.0825553043,0.3581621563,1.7063479783,0.0835369532,0.1379594305,1.6631493579,0.0852726115,-0.0961941737,1.7189354935,0.2511106383,0.1368791535,1.6672009906,0.3190317587,-0.195581655,1.5098904329,0.3168404155,-0.4998247295,1.693760463,-0.0840367472,0.1390397074,1.6317515108,-0.1634981719,-0.1842286805,1.4883363335,-0.1633728442,-0.4876043134
1.7496185699,0.0812237042,0.3578566714,1.7067371361,0.0828147332,0.1366067374,1.6633870268,0.0844748294,-0.097520148,1.7190775809,0.2504097722,0.1355100124,1.6669047137,0.3186220897,-0.1993171886,1.5061086878,0.3167704859,-0.5017304163,1.6943966913,-0.0847803133,0.1377034624,1.6311821623,-0.1623211873,-0.1864618022,1.4859114123,-0.1661444443,-0.4888609573
1.750109536,0.0816346176,0.3580767624,1.7081114078,0.0818081923,0.1367297029,1.6645477977,0.0834815628,-0.0973559677,1.7195185034,0.2494698019,0.1358052073,1.6678178015,0.31937722,-0.1980782088,1.5075402059,0.317856154,-0.5007719255,1.6967043122,-0.0858534097,0.1376541986,1.6329209323,-0.1621679216,-0.1861983503,1.4860663287,-0.1676423075,-0.4878666342
1.7495078406,0.0807342934,0.3542462592,1.708086376,0.0812547406,0.134147626,1.6648811655,0.0825145841,-0.1000086637,1.7187335832,0.2489660301,0.1330852395,1.6687614017,0.3204025836,-0.1979419818,1.5103298729,0.318624841,-0.5016055844,1.6974391687,-0.0864565564,0.1352100125,1.6332546675,-0.1622424291,-0.187634814,1.491041389,-0.161194398,-0.4915867452
1.7493915106,0.0810036793,0.3553258495,1.7094603997,0.0811075213,0.1340851667,1.6666875607,0.0827348895,-0.1001487307,1.72046564,0.2487974726,0.133240415,1.6718757777,0.3207335581,-0.1986657176,1.511103192,0.3181452906,-0.5010901758,1.6984551594,-0.08658243,0.1349299185,1.6339818363,-0.1624796548,-0.1889663901,1.4913613349,-0.1622475889,-0.4927485201
1.7486619043,0.081202903,0.3576956337,1.7109605275,0.080513319,0.1350375996,1.6696671838,0.0810114049,-0.0994654531,1.7207864443,0.2482724799,0.13366354,1.6726529964,0.3190450844,-0.201180674,1.5127602859,0.3180511805,-0.5040728479,1.7011346106,-0.0872458571,0.1364116591,1.6358441401,-0.1623021119,-0.1890266082,1.4918200836,-0.1639478436,-0.4921419849
1.7518552596,0.0831867023,0.3585615888,1.714101025,0.0834041615,0.1364677028,1.6729983535,0.0843163946,-0.0980627249,1.7263074352,0.2510031062,0.1349802007,1.6746686088,0.3181806814,-0.2054774344,1.5087587154,0.3141820862,-0.5034568665,1.7018946149,-0.0841947908,0.1379552049,1.635995623,-0.1604737728,-0.1889432957,1.4844310722,-0.1668177438,-0.4877405295
1.7561549274,0.0832717019,0.3546184882,1.7155546281,0.0830681531,0.1333496097,1.6726177284,0.0842130683,-0.1008534949,1.7278615023,0.2506625358,0.131912507,1.6751529785,0.3191939278,-0.2059003487,1.5176527367,0.3163863425,-0.5071707358,1.7032477539,-0.0845262372,0.1347867124,1.6369150538,-0.1609094231,-0.1901482552,1.4890854894,-0.1689919058,-0.4903855662
1.7610700986,0.0844485769,0.3585404062,1.7199245181,0.082968926,0.137879745,1.6763582276,0.0832284324,-0.0962120597,1.7326392267,0.2505248733,0.1356990342,1.6782700462,0.3175528565,-0.2069265901,1.520922638,0.314349886,-0.5081442585,1.7072098096,-0.0845870289,0.1400604558,1.6390634985,-0.1609967565,-0.1882666255,1.4928995817,-0.169326044,-0.4892645169
1.7586632279,0.0854792154,0.3567440894,1.719776069,0.0844829406,0.136218689,1.6771453236,0.0850462911,-0.0980449178,1.7338352604,0.2519314481,0.1340627536,1.682031289,0.3165729814,-0.2045505205,1.5271183331,0.3110691775,-0.5069731692,1.7057168775,-0.0829655668,0.1383746244,1.6421968185,-0.16210789,-0.1841518756,1.5023941856,-0.1614560598,-0.4881951243
1.7552132759,0.0847728123,0.3558055034,1.7190007925,0.0836874361,0.1332788725,1.6781631358,0.084519653,-0.1013004452,1.7329291258,0.251151568,0.1314480566,1.6822773643,0.3161729274,-0.209959167,1.5272519899,0.3085459542,-0.5122703804,1.7050724593,-0.0837766959,0.1351096885,1.6418142323,-0.1631526607,-0.1900438267,1.502478875,-0.1601446276,-0.494347621
1.7615686202,0.0865578546,0.3569622184,1.7219204773,0.0834825289,0.1349984358,1.6795193527,0.0822365998,-0.0993012589,1.7353658949,0.2509609795,0.1316744728,1.6845345672,0.3156068957,-0.2103307726,1.5263899488,0.3046013099,-0.5109204627,1.7084750598,-0.0839959293,0.1383223987,1.6438744237,-0.1631331524,-0.1870988117,1.5025880324,-0.1635213056,-0.4905024676
1.7644861011,0.0853082391,0.3558146246,1.7243998582,0.0817709367,0.1362191298,1.6806897766,0.0799564985,-0.0978390974,1.737655943,0.2492564896,0.1324450638,1.6848935803,0.3151524902,-0.2096010376,1.5261731562,0.3044590056,-0.5099049285,1.7111437734,-0.0857146008,0.1399932111,1.6460686453,-0.1631445579,-0.1849959298,1.5051034171,-0.1626379041,-0.4885707751
1.7667756646,0.084027852,0.3580009566,1.7263523771,0.0823216489,0.1379316165,1.6818863074,0.0824623242,-0.0959849453,1.74084748,0.2497206431,0.1352767018,1.6887401748,0.313183205,-0.2015454945,1.5296059198,0.3059964633,-0.5017224154,1.7118572743,-0.0850773454,0.1405865465,1.6481075991,-0.1644341317,-0.1826636466,1.5044850629,-0.1735501683,-0.4847713954
1.765706685,0.08313144,0.35442369,1.7252274879,0.0820951662,0.1346129561,1.6807293112,0.0829171539,-0.0993023849,1.7386303078,0.2495988394,0.132651771,1.6920343313,0.3139412738,-0.2097361804,1.5306560802,0.3362022472,-0.5076149974,1.711824668,-0.0854085147,0.1365741565,1.6510105523,-0.1671695336,-0.1856461402,1.4997778969,-0.2006397852,-0.4820933081
1.7634504651,0.0827352068,0.355578636,1.7249763863,0.0826365928,0.1343708,1.6809385325,0.084567118,-0.0996173957,1.739770322,0.2500267305,0.1329673949,1.7033364814,0.3343056341,-0.2155170294,1.5405485818,0.4367064339,-0.4943983895,1.7101824507,-0.0847535524,0.1357742052,1.6589617912,-0.1908454688,-0.1910762841,1.4814981423,-0.2835198877,-0.4569356176
1.7706837597,0.0807527581,0.3585634422,1.7310214387,0.0823822739,0.1363971755,1.6848435665,0.0857141508,-0.0971672758,1.7465327844,0.2497150946,0.1357173395,1.7092281849,0.4031159585,-0.1854256509,1.5637235337,0.6179595403,-0.4060178899,1.7155100929,-0.0849505467,0.1370770116,1.6528448786,-0.2655196246,-0.1576692792,1.4829300175,-0.4611894687,-0.3713451688
1.7730332427,0.0776380435,0.3542754697,1.7339496659,0.0778947206,0.1331535277,1.6884348858,0.0794152748,-0.1005620339,1.7499331749,0.2451722146,0.1311289786,1.7112585774,0.4962376701,-0.0931179191,1.5861611346,0.7892041906,-0.2072940954,1.7179661569,-0.0893827734,0.1351780768,1.6317166282,-0.3470875122,-0.0606990478,1.4753925209,-0.6303449224,-0.1474451319
1.7784763559,0.0761776371,0.3522529277,1.7343489625,0.0751721574,0.1316816787,1.6881470502,0.0763954984,-0.1018987943,1.752353588,0.2422334875,0.1289951807,1.706378279,0.5521752742,0.0490691258,1.5904044711,0.8578990914,0.1077363609,1.716344337,-0.0918891728,0.1343681767,1.6130017559,-0.395535457,0.0824905961,1.4629498357,-0.6851249974,0.1474912541
1.7933800634,0.0742065157,0.3559913679,1.7363531407,0.0745304792,0.1386221926,1.6857503533,0.075649228,-0.0940370301,1.7540763927,0.2416177254,0.1355707054,1.6868601821,0.5433132641,0.1980641163,1.6056296999,0.7514062274,0.4357431867,1.7186298887,-0.0925567593,0.1416736798,1.5939278636,-0.3738457077,0.2262752579,1.4730824041,-0.5833653166,0.4486602385
1.8062144,0.0748413361,0.3528088561,1.7329572706,0.0752865016,0.1404413426,1.6746182844,0.0762528095,-0.0903887043,1.748068705,0.2426254091,0.1373224974,1.6468099406,0.447280158,0.3154451838,1.6339809034,0.4878845725,0.6394438882,1.7178458362,-0.0920524058,0.1435601878,1.5712136407,-0.2753730738,0.3276113246,1.5153207105,-0.3247973209,0.6475868412
1.8139388655,0.073058787,0.3450871481,1.7298707318,0.0715237263,0.1391532222,1.6648650106,0.0707361264,-0.0898801617,1.7410667576,0.2391511402,0.1353988781,1.6001934585,0.3064846681,0.3666968809,1.6213388294,0.1836196945,0.6718105118,1.7186747061,-0.0961036799,0.1429075664,1.5506524727,-0.1318176379,0.3685319323,1.5811043622,0.0211629427,0.6504313261
1.8167638313,0.0694725623,0.3454900308,1.730862693,0.068757548,0.1412305196,1.660926435,0.0679986089,-0.0863579076,1.7419725363,0.2363848929,0.1372573801,1.5792539455,0.2521848628,0.3625680516,1.6279644847,0.0861502212,0.6530450455,1.7197528497,-0.0988697969,0.1452036592,1.5403134907,-0.0745484498,0.3613123963,1.6090233492,0.1004609731,0.6413707987
1.8152340576,0.0692457348,0.3483856663,1.7307215697,0.0704457494,0.140187353,1.6606903367,0.0708508571,-0.0873899349,1.7388660867,0.2382759642,0.1379796357,1.5920723561,0.3177201119,0.3423419303,1.6547173406,0.1516651815,0.6320222422,1.7225770527,-0.0973844655,0.1423950703,1.531894664,-0.1203633992,0.347804981,1.5880588507,0.0400826384,0.641761928
1.8081488673,0.0682006572,0.3513592335,1.7311179308,0.0700367161,0.1394514049,1.6659789086,0.0693289039,-0.0895647743,1.7395208682,0.2378384972,0.1365425606,1.6195537991,0.4117546672,0.3028288594,1.6818604784,0.2644893016,0.5981111318,1.7227149934,-0.0977650573,0.1423602493,1.5367932556,-0.2112385262,0.2988680733,1.5695677046,-0.0767736383,0.609017367
1.8002638687,0.071059843,0.3572735691,1.7322602752,0.0708521118,0.1431118011,1.6744349757,0.067696565,-0.087818826,1.7463566851,0.2381873077,0.1372953126,1.6591698504,0.4803257356,0.2614549956,1.6814331967,0.3869371455,0.5779252813,1.7181638653,-0.096483084,0.1489282897,1.5583664797,-0.303119703,0.2020704782,1.5676496836,-0.2100965977,0.5279260044
1.785762625,0.0741759473,0.3541164874,1.7279124765,0.0705774529,0.1372721107,1.6755509236,0.06571549,-0.0949458824,1.7433626423,0.2377672832,0.1302877094,1.6928430009,0.5288073046,0.1919286726,1.6690888657,0.5220084502,0.5216042207,1.7124623106,-0.0966123774,0.1442565119,1.5772201979,-0.3491741382,0.1779409839,1.553238439,-0.3280928969,0.5124367385
1.7785936779,0.0767267175,0.3561923499,1.7269534859,0.0729373203,0.1379519238,1.6757987164,0.0688035951,-0.0945596071,1.7431010413,0.2400824984,0.1314275419,1.7087267316,0.5448362936,0.0923742472,1.6412613512,0.6384748397,0.4054770951,1.7108059305,-0.0942078501,0.1444763056,1.5993136497,-0.3730279389,0.1061185761,1.5194346918,-0.4382477757,0.4256239354
1.7696295611,0.0793733062,0.3573405457,1.7239236858,0.0764071883,0.137345871,1.673978137,0.0741107326,-0.0954517665,1.7393926576,0.2436684375,0.1323769574,1.7118250575,0.5024525464,-0.0335498517,1.5796899374,0.700015324,0.2004258991,1.7084547139,-0.0908540532,0.1423147847,1.6304105663,-0.3495329821,-0.0052708204,1.4619726931,-0.5102813425,0.2308555002
1.7624242477,0.0798940088,0.3602669332,1.7208783896,0.0804882395,0.1392311514,1.67302767,0.0830435294,-0.093993267,1.7348077024,0.2479486178,0.1382078611,1.7172033994,0.4212902737,-0.1354230557,1.5098211012,0.6677370522,-0.0812990792,1.7069490769,-0.0869721388,0.1402544417,1.6536599007,-0.2994581287,-0.103184007,1.4010632015,-0.5005780445,-0.0437335476
